City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
343,Port Blair,IN,11.6667,92.75,81.9,86,100,18.77,overcast clouds
344,Bratsk,RU,56.1325,101.6142,64.89,66,72,3.33,broken clouds
345,Buala,SB,-8.145,159.5921,78.4,82,100,3.22,light rain
346,Shankargarh,IN,25.1833,81.6167,79.72,83,100,9.64,overcast clouds
347,Korla,CN,41.7597,86.1469,89.19,23,36,3.67,scattered clouds
348,Norman Wells,CA,65.282,-126.8329,62.64,72,90,9.22,overcast clouds
349,Khandagayty,RU,50.7333,92.05,55.24,83,96,8.39,overcast clouds
350,Acapulco,MX,16.8634,-99.8901,85.82,74,75,5.75,broken clouds
351,Cabo San Lucas,MX,22.8909,-109.9124,96.8,52,1,9.22,clear sky
352,Sabang,ID,5.8933,95.3214,83.21,78,26,23.13,scattered clouds
353,Nizwa,OM,22.9333,57.5333,97.59,29,92,6.15,overcast clouds
354,Margate,GB,51.3813,1.3862,64.18,71,10,3.0,clear sky
355,Nacimiento,CL,-37.5,-72.6667,63.37,43,0,7.56,clear sky
356,Shenkursk,RU,62.1091,42.896,61.68,56,94,5.01,overcast clouds
357,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.29,73,41,19.93,scattered clouds
358,Mokhsogollokh,RU,61.4681,128.9203,48.34,74,0,4.52,clear sky
359,Kakonko,TZ,-3.2828,30.9642,70.61,38,7,2.57,clear sky
360,Pacific Grove,US,36.6177,-121.9166,88.81,81,1,1.99,clear sky
361,Cheyenne,US,41.14,-104.8203,95.97,16,1,4.61,clear sky
362,Esperance,AU,-33.8667,121.9,55.63,70,10,23.47,clear sky
363,Lewisporte,CA,49.2499,-55.0482,80.31,60,100,8.12,overcast clouds
364,Tomatlan,MX,19.9333,-105.25,90.93,58,29,6.44,scattered clouds
365,Kaitangata,NZ,-46.2817,169.8464,41.32,95,26,4.47,scattered clouds
366,Erenhot,CN,43.6475,111.9767,72.27,57,5,6.55,clear sky
367,Naze,JP,28.3667,129.4833,77.67,89,37,8.3,scattered clouds
368,Chute-Aux-Outardes,CA,49.1168,-68.399,66.51,59,75,10.36,broken clouds
369,Roura,GF,4.7263,-52.3274,84.11,74,20,12.66,few clouds
370,Port Shepstone,ZA,-30.7414,30.455,61.48,78,37,6.64,scattered clouds
371,Chissamba,AO,-12.1667,17.3333,62.78,22,2,3.15,clear sky
372,Grand-Lahou,CI,5.1367,-5.0242,76.15,83,15,6.89,few clouds
373,Cidreira,BR,-30.1811,-50.2056,49.12,70,49,23.44,light rain
374,Languyan,PH,5.2618,120.0807,82.26,81,99,8.46,overcast clouds
375,Presidente Medici,BR,-11.1753,-61.9014,90.63,29,0,6.71,clear sky
376,Bonthe,SL,7.5264,-12.505,77.81,72,100,11.77,overcast clouds
377,Grootegast,NL,53.2125,6.2736,64.98,40,87,1.99,overcast clouds
378,San Cosme Y Damian,PY,-27.3167,-56.35,53.78,35,6,14.63,clear sky
379,Dhidhdhoo,MV,6.8833,73.1,82.74,76,99,13.53,overcast clouds
380,Cabedelo,BR,-6.9811,-34.8339,81.27,75,2,13.67,clear sky
381,Coos Bay,US,43.3665,-124.2179,91.85,80,1,6.91,clear sky
382,Champerico,GT,14.3,-91.9167,90.14,71,96,6.78,overcast clouds
383,Nangomba,TZ,-10.9,38.5,71.22,43,0,4.83,clear sky
384,Kombissiri,BF,12.0656,-1.3375,82.38,67,96,5.86,overcast clouds
385,Cap Malheureux,MU,-19.9842,57.6142,70.29,75,100,13.0,light rain
386,Yarovoye,RU,52.9273,78.58,59.31,52,0,8.03,clear sky
387,Tevaitoa,PF,-16.7833,-151.5,76.75,77,19,1.92,light rain
388,Whitianga,NZ,-36.8333,175.7,51.24,94,33,4.25,scattered clouds
389,Port-Gentil,GA,-0.7193,8.7815,76.96,83,20,9.22,few clouds
390,Ostrovnoy,RU,68.0531,39.5131,45.64,82,100,6.17,overcast clouds
391,Gamba,GA,-2.65,10.0,72.73,88,87,6.31,overcast clouds
392,Husavik,IS,66.0449,-17.3389,48.11,97,100,10.16,overcast clouds
393,The Valley,AI,18.217,-63.0578,86.14,66,20,18.41,few clouds
394,Igarka,RU,67.4667,86.5833,52.77,85,100,5.84,overcast clouds
395,Pyapon,MM,16.2833,95.6833,78.89,90,100,6.76,overcast clouds
396,Beloha,MG,-25.1667,45.05,64.96,84,3,12.24,clear sky
397,Napier,NZ,-39.4833,176.9167,44.06,87,6,4.5,clear sky
398,Uribia,CO,11.7139,-72.266,91.99,43,6,16.2,clear sky
399,Tiksi,RU,71.6872,128.8694,37.63,93,100,6.08,overcast clouds
400,San Juan De Los Morros,VE,9.9115,-67.3538,89.62,75,17,3.42,few clouds
401,Lacombe,CA,52.4668,-113.7353,75.74,33,0,12.5,clear sky
402,Santiago Del Estero,AR,-27.7951,-64.2615,59.81,22,0,1.92,clear sky
403,Pauini,BR,-7.7136,-66.9764,94.12,34,94,3.6,overcast clouds
404,Fukue,JP,32.6881,128.8419,79.11,77,0,3.71,clear sky
405,Zambezi,ZM,-13.5432,23.1047,59.79,33,100,4.25,overcast clouds
406,Tilichiki,RU,60.4667,166.1,47.64,69,11,4.09,few clouds
407,Puerto Carreno,CO,6.189,-67.4859,84.83,68,58,8.32,broken clouds
408,Teya,RU,60.3778,92.6267,55.4,83,100,2.51,overcast clouds
409,Calvinia,ZA,-31.4707,19.776,42.98,84,22,4.21,few clouds
410,Kaeo,NZ,-35.1,173.7833,45.32,95,28,2.19,scattered clouds
411,Fenyi,CN,27.8112,114.6681,77.56,89,0,2.89,clear sky
412,Prince Rupert,CA,54.3161,-130.3201,64.09,88,100,0.0,overcast clouds
413,Santa Rosa,PH,14.3122,121.1114,80.91,93,100,7.25,overcast clouds
414,Gisborne,NZ,-38.6533,178.0042,44.67,85,6,6.49,clear sky
415,Markivka,UA,49.5229,39.5705,78.98,34,92,5.21,light rain
416,Guantanamo,CU,20.1444,-75.2092,92.77,45,98,9.66,overcast clouds
417,Provideniya,RU,64.3833,-173.3,46.51,100,90,13.42,fog
418,Kiunga,PG,-6.1219,141.2906,73.42,100,92,1.66,overcast clouds
419,Camuy,PR,18.4838,-66.8449,87.17,62,19,13.0,few clouds
420,Darhan,MN,49.4867,105.9228,63.64,66,100,2.21,overcast clouds
421,Inta,RU,66.0317,60.1659,44.31,97,100,3.15,overcast clouds
422,North Myrtle Beach,US,33.816,-78.68,88.34,85,20,3.0,few clouds
423,Kaga,JP,36.2997,136.3145,75.69,94,75,3.44,broken clouds
424,Laiwu,CN,36.1928,117.6569,73.26,95,100,26.49,light rain
425,Kieta,PG,-6.2167,155.6333,77.9,83,76,1.19,broken clouds
426,Oranjemund,NA,-28.55,16.4333,54.54,91,0,9.4,clear sky
427,Meulaboh,ID,4.1363,96.1285,76.1,90,89,3.51,overcast clouds
428,Xining,CN,36.6167,101.7667,52.2,73,0,3.29,clear sky
429,Westport,US,41.1415,-73.3579,83.75,54,75,1.01,broken clouds
430,Ust-Barguzin,RU,53.45,108.9833,57.99,81,7,3.78,clear sky
431,Pastavy,BY,55.1168,26.8326,68.04,75,10,5.61,clear sky
432,Weyburn,CA,49.6668,-103.8511,80.82,29,94,11.5,overcast clouds
433,Nouadhibou,MR,20.931,-17.0347,71.58,78,0,20.71,clear sky
434,Jining,CN,35.405,116.5814,73.99,1,100,3.0,moderate rain
435,Wad Rawah,SD,15.1603,33.1397,90.77,48,100,9.64,overcast clouds
436,Carlagan,PH,14.975,122.0456,82.87,77,99,13.27,overcast clouds
437,Kushmurun,KZ,52.4503,64.6311,60.6,55,98,11.3,overcast clouds
438,Fort Saint James,CA,54.4333,-124.25,64.51,48,100,1.48,overcast clouds
439,Yakeshi,CN,49.2833,120.7333,60.91,86,74,2.64,broken clouds
440,Omboue,GA,-1.5746,9.2618,74.97,80,42,7.09,scattered clouds
441,College,US,64.8569,-147.8028,59.32,94,90,4.61,light rain
442,Pochutla,MX,15.7432,-96.4661,91.81,60,93,7.94,overcast clouds
443,Jhelum,PK,32.9331,73.7264,79.03,89,100,6.08,overcast clouds
444,Ankazoabo,MG,-22.2833,44.5167,63.18,65,0,9.66,clear sky
445,Sorland,NO,67.667,12.6934,53.67,88,87,21.92,overcast clouds
446,Mersing,MY,2.4312,103.8405,76.91,88,40,4.61,scattered clouds
447,Bhadravati,IN,13.8667,75.7167,70.52,88,100,10.16,overcast clouds
448,Mahon,ES,39.8885,4.2658,77.56,65,0,11.5,clear sky
449,Ushumun,RU,52.7833,126.5333,58.95,97,17,5.97,few clouds
450,Chicama,PE,-7.8447,-79.1469,64.94,60,49,11.18,scattered clouds
451,Crixas,BR,-14.5489,-49.9692,92.52,18,0,6.87,clear sky
452,Nalut,LY,30.3333,10.85,90.23,14,0,10.92,clear sky
453,Voh,NC,-20.9667,164.7,62.37,80,8,5.01,clear sky
454,Yar-Sale,RU,66.8333,70.8333,44.76,88,14,4.5,few clouds
455,Port Augusta,AU,-32.5,137.7667,41.7,81,0,3.65,clear sky
456,Tukrah,LY,32.5341,20.5791,80.24,72,0,12.91,clear sky
457,Olinda,BR,-8.0089,-34.8553,76.73,73,40,8.05,scattered clouds
458,Alice Springs,AU,-23.7,133.8833,54.95,71,0,8.05,clear sky
459,Sur,OM,22.5667,59.5289,94.93,44,100,19.93,overcast clouds
460,Albemarle,US,35.3501,-80.2001,96.91,66,75,5.75,broken clouds
461,Myitkyina,MM,25.3833,97.4,75.56,99,94,0.83,overcast clouds
462,Inhambane,MZ,-23.865,35.3833,66.36,63,0,7.29,clear sky
463,Maniitsoq,GL,65.4167,-52.9,45.73,87,61,15.97,broken clouds
464,Sharjah,AE,25.3573,55.4033,100.38,42,94,1.14,overcast clouds
465,Hobyo,SO,5.3505,48.5268,77.61,78,86,22.12,overcast clouds
466,Seoul,KR,37.5683,126.9778,78.37,89,100,5.75,mist
467,Tafo,GH,6.7345,-1.6127,72.05,88,34,3.65,scattered clouds
468,Kuldiga,LV,56.974,21.9572,69.49,79,100,3.94,overcast clouds
469,Leningradskiy,RU,69.3833,178.4167,33.26,99,100,17.31,snow
470,Lashio,MM,22.9333,97.75,68.61,98,100,1.81,overcast clouds
471,Kushiro,JP,42.975,144.3747,67.64,100,100,3.96,overcast clouds
472,Bar Harbor,US,44.3876,-68.2039,76.93,43,1,7.0,clear sky
473,Micheweni,TZ,-4.9667,39.8333,75.49,80,7,16.06,clear sky
474,Sorong,ID,-0.8833,131.25,80.17,82,51,1.83,light rain
475,Nuzvid,IN,16.7833,80.85,83.28,61,100,10.31,light rain
476,San Jose,US,37.3394,-121.895,92.19,49,75,4.61,broken clouds
477,Miraflores,MX,19.2167,-98.8083,73.02,59,99,1.01,overcast clouds
478,Bixby,US,35.942,-95.8833,97.14,58,40,5.75,scattered clouds
479,Clarence Town,AU,-32.5833,151.7833,55.94,83,0,8.86,clear sky
480,Comodoro Rivadavia,AR,-45.8667,-67.5,60.66,55,0,4.61,clear sky
481,Te Anau,NZ,-45.4167,167.7167,40.24,91,88,1.7,overcast clouds
482,Vestmannaeyjar,IS,63.4427,-20.2734,56.39,82,0,8.05,clear sky
483,Ancud,CL,-41.8697,-73.8203,47.73,72,5,2.59,clear sky
484,Hirara,JP,24.8,125.2833,82.09,83,35,0.89,scattered clouds
485,Braintree,GB,51.8782,0.5529,63.7,84,8,18.07,clear sky
486,Bowen,AU,-20.0167,148.2333,53.82,89,24,3.87,few clouds
487,Ostersund,SE,63.1792,14.6357,70.61,72,99,5.75,overcast clouds
488,Grindavik,IS,63.8424,-22.4338,64.35,77,0,16.11,clear sky
489,Montepuez,MZ,-13.1256,38.9997,68.36,69,92,9.01,overcast clouds
490,Wichita Falls,US,33.9137,-98.4934,97.86,41,40,6.91,scattered clouds
491,Klaksvik,FO,62.2266,-6.589,54.52,93,97,9.28,overcast clouds
492,Xai-Xai,MZ,-25.0519,33.6442,63.54,74,0,10.74,clear sky
493,Srandakan,ID,-7.9386,110.2506,76.69,74,100,4.0,overcast clouds
494,Iturama,BR,-19.7281,-50.1956,65.07,41,9,16.22,clear sky
495,Villa Rica,US,33.7321,-84.9191,96.58,70,2,5.48,clear sky
496,Ialibu,PG,-6.2821,143.9935,53.69,96,81,2.77,broken clouds
497,Hofn,IS,64.2539,-15.2082,50.02,100,90,5.75,mist
498,Rapu-Rapu,PH,13.1866,124.1256,82.44,81,100,16.91,overcast clouds
499,Ferme-Neuve,CA,46.7001,-75.4493,71.38,34,5,3.94,clear sky
500,Wenling,CN,28.3669,121.36,80.91,92,93,9.35,overcast clouds
501,Cayenne,GF,4.9333,-52.3333,84.24,80,20,4.0,few clouds
502,Little Current,CA,45.9793,-81.9248,75.42,70,58,4.76,broken clouds
503,Kitimat,CA,54.0524,-128.6534,61.18,97,100,0.45,light rain
504,Nokaneng,BW,-19.6667,22.2667,56.55,33,5,5.73,clear sky
505,Mitsamiouli,KM,-11.3847,43.2844,76.73,67,0,5.68,clear sky
506,Londiani,KE,-0.165,35.5909,54.97,97,100,1.19,moderate rain
507,Kalabo,ZM,-14.97,22.6814,59.41,32,0,4.88,clear sky
508,Olafsvik,IS,64.8945,-23.7142,53.11,85,100,15.5,overcast clouds
509,Dhupgari,IN,26.5858,89.0145,79.2,94,100,3.31,heavy intensity rain
510,Faya,SA,18.3851,42.4509,66.31,65,52,3.29,broken clouds
511,Aketi,CD,2.7388,23.7833,75.04,75,100,1.88,overcast clouds
512,Kuusamo,FI,65.9667,29.1833,69.84,56,0,3.44,clear sky
513,Honiara,SB,-9.4333,159.95,75.78,84,81,3.6,broken clouds
514,Ahipara,NZ,-35.1667,173.1667,53.28,91,32,3.91,scattered clouds
515,Mokshan,RU,53.4365,44.6132,67.24,67,100,4.97,overcast clouds
516,Tateyama,JP,34.9833,139.8667,80.98,87,63,15.97,broken clouds
517,Indramayu,ID,-6.3264,108.32,75.76,73,15,6.58,few clouds
518,Nisko,PL,50.5199,22.1397,79.86,72,0,5.1,clear sky
519,Krumovgrad,BG,41.4667,25.65,78.04,36,0,5.97,clear sky
520,Aldan,RU,58.6031,125.3894,52.09,94,0,4.14,clear sky
521,Ouegoa,NC,-20.35,164.4333,68.45,71,65,10.45,broken clouds
522,Nushki,PK,29.5542,66.0215,90.57,11,100,4.32,overcast clouds
523,Visby,SE,57.6409,18.296,63.05,94,0,6.91,clear sky
524,Altamira,BR,-3.2033,-52.2064,91.49,49,40,3.44,scattered clouds
525,Zhigansk,RU,66.7697,123.3711,52.99,60,7,4.68,clear sky
526,Grand-Santi,GF,4.25,-54.3833,82.08,74,100,2.24,overcast clouds
527,Mattru,SL,7.6244,-11.8332,74.1,82,100,4.68,overcast clouds
528,Atambua,ID,-9.1061,124.8925,69.71,87,21,5.93,few clouds
529,Sambava,MG,-14.2667,50.1667,66.87,81,1,11.32,clear sky
530,Ust-Tsilma,RU,65.441,52.1498,44.37,97,100,2.42,overcast clouds
531,Sola,VU,-13.8833,167.55,79.03,78,41,20.24,scattered clouds
532,Chapais,CA,49.7834,-74.8492,67.78,34,96,9.55,overcast clouds
533,Sao Filipe,CV,14.8961,-24.4956,76.24,76,6,11.3,clear sky
534,San Carlos Sija,GT,14.9833,-91.55,69.06,56,75,20.71,broken clouds
535,Walvis Bay,NA,-22.9575,14.5053,65.35,36,0,9.22,clear sky
536,Ornskoldsvik,SE,63.2909,18.7153,77.95,44,100,3.44,overcast clouds
537,Rochester,US,43.1548,-77.6156,79.32,61,20,1.99,few clouds
538,Jalu,LY,29.0331,21.5482,91.0,18,0,8.95,clear sky
539,Tekeli,KZ,44.83,78.8239,60.17,52,0,7.47,clear sky
540,Naron,ES,43.5167,-8.1528,69.67,75,0,9.71,clear sky
541,Henties Bay,NA,-22.116,14.2845,58.86,82,0,9.51,clear sky
542,Rio Grande,BR,-32.035,-52.0986,46.51,75,51,24.14,broken clouds
543,Bud,US,39.447,-86.1758,89.42,65,13,5.97,few clouds
544,Morag,PL,53.9171,19.926,64.62,95,29,2.86,scattered clouds
545,Wloszczowa,PL,50.8526,19.9659,77.18,65,100,7.36,overcast clouds
546,Vught,NL,51.65,5.2833,68.27,64,9,4.0,clear sky
547,Yerbogachen,RU,61.2767,108.0108,65.84,63,0,7.34,clear sky
548,Manzhouli,CN,49.6,117.4333,60.12,90,21,1.86,few clouds
549,Nyurba,RU,63.2842,118.3319,54.88,70,15,5.17,few clouds
550,Dibrugarh,IN,27.4833,94.9,79.34,91,100,6.51,overcast clouds
551,Sehithwa,BW,-20.4667,22.7167,56.82,32,0,4.16,clear sky
552,Cururupu,BR,-1.8283,-44.8683,85.01,61,21,7.25,few clouds
553,Sturgis,US,41.7992,-85.4192,89.31,38,40,3.44,scattered clouds
554,San Rafael,AR,-34.6177,-68.3301,52.77,22,0,6.15,clear sky
555,Ondjiva,AO,-17.0667,15.7333,60.35,25,0,7.16,clear sky
556,Mococa,BR,-21.4678,-47.0047,61.16,87,100,9.31,overcast clouds
557,Nanlong,CN,31.3533,106.0631,78.03,78,10,1.63,clear sky
558,Suamico,US,44.6319,-88.0393,86.29,69,1,1.99,clear sky
559,Asheville,US,35.6009,-82.554,92.01,49,1,9.22,clear sky
560,Fez,MA,34.0372,-4.9998,93.45,38,20,10.36,few clouds
561,Great Falls,US,47.5002,-111.3008,89.92,30,1,1.99,clear sky
562,Kalmunai,LK,7.4167,81.8167,81.23,72,86,4.5,overcast clouds
563,Arlit,NE,18.7369,7.3853,95.43,31,78,16.67,broken clouds
564,Kruisfontein,ZA,-34.0033,24.7314,52.88,79,100,3.56,overcast clouds
565,Bubaque,GW,11.2833,-15.8333,78.01,88,100,15.86,moderate rain
566,Ardakan,IR,32.31,54.0175,91.78,12,1,5.93,clear sky
567,Pontianak,ID,-0.0333,109.3333,80.58,94,90,4.61,overcast clouds
568,Pinheiro Machado,BR,-31.5783,-53.3811,41.77,88,99,14.0,overcast clouds
569,Colombo,LK,6.9319,79.8478,79.16,86,51,10.04,broken clouds
570,Dera Ghazi Khan,PK,30.0561,70.6348,95.92,45,9,11.43,clear sky
571,Fomboni,KM,-12.28,43.7425,76.82,67,0,15.1,clear sky
572,Saint-Georges,GD,12.0564,-61.7485,78.48,89,75,13.8,broken clouds
573,Karasuk,RU,53.7377,78.0403,59.16,57,30,9.73,scattered clouds
574,Booue,GA,-0.0921,11.9385,77.85,65,100,3.89,overcast clouds
575,Ust-Nera,RU,64.5667,143.2,41.63,82,16,6.29,few clouds
576,Taseyevo,RU,57.2169,94.8978,54.48,98,100,5.06,moderate rain
577,Tome,CL,-36.6167,-72.95,66.81,43,0,6.24,clear sky
578,Jinchang,CN,38.4953,102.1739,75.24,21,0,8.46,clear sky
579,Luancheng,CN,37.8792,114.6517,77.16,90,100,6.46,light rain
580,Araouane,ML,18.9048,-3.5265,100.71,26,90,9.82,overcast clouds
581,Mavrodin,RO,44.0333,25.25,79.14,45,0,15.64,clear sky
582,Zaros,GR,35.1316,24.9046,81.32,44,0,6.46,clear sky
583,Banepa,NP,27.6298,85.5214,68.32,100,75,3.44,broken clouds
584,Camacari,BR,-12.6975,-38.3242,78.57,73,27,6.17,scattered clouds
585,Formosa,AR,-26.1775,-58.1781,60.78,27,0,19.57,clear sky
586,Birao,CF,10.2849,22.7882,74.32,84,81,4.88,broken clouds
587,Pangnirtung,CA,66.1451,-65.7125,53.6,66,20,16.11,few clouds
588,Raudeberg,NO,61.9875,5.1352,65.98,95,72,1.52,broken clouds
589,West Plains,US,36.7281,-91.8524,96.22,54,1,1.01,clear sky
590,Labrea,BR,-7.2586,-64.7981,97.75,27,100,2.86,overcast clouds
591,Guaratinga,BR,-16.5667,-39.5667,79.47,30,14,6.64,few clouds
592,York,US,40.1254,-77.0,87.91,49,40,0.0,scattered clouds
593,Villanueva De La Serena,ES,38.9766,-5.7974,90.82,16,0,8.32,clear sky
594,Lunglei,IN,22.8833,92.7333,67.35,100,100,2.66,overcast clouds
595,Bongandanga,CD,1.5,21.05,80.89,54,100,3.47,overcast clouds
596,Chifeng,CN,42.2683,118.9636,68.2,95,100,1.88,light rain
597,Junin,AR,-34.5838,-60.9433,52.99,38,37,14.52,scattered clouds
598,Kolondieba,ML,11.0882,-6.8926,76.39,83,98,5.12,overcast clouds
599,Ahuimanu,US,21.4447,-157.8378,82.11,71,90,9.22,overcast clouds
600,Kambove,CD,-10.8764,26.5969,60.33,39,27,4.9,scattered clouds
601,Tazovskiy,RU,67.4667,78.7,46.24,92,9,9.66,clear sky
602,Port Hardy,CA,50.6996,-127.4199,64.58,68,20,5.75,few clouds
603,Moerai,PF,-22.4333,-151.3333,71.89,73,6,11.16,clear sky
604,Valera,VE,9.3178,-70.6036,85.05,65,53,3.24,broken clouds
605,Irati,BR,-25.4672,-50.6511,53.38,37,0,7.31,clear sky
606,Lufilufi,WS,-13.8745,-171.5986,80.22,75,80,15.95,broken clouds
607,Novyye Lyady,RU,58.0536,56.6039,49.24,83,97,3.58,overcast clouds
608,Quatre Cocos,MU,-20.2078,57.7625,69.91,86,100,26.33,moderate rain
609,Bereda,ES,43.2686,-7.5406,64.99,82,0,6.58,clear sky
610,Breisach,DE,48.0333,7.5833,71.11,68,75,5.75,broken clouds
611,Longyearbyen,SJ,78.2186,15.6401,44.44,87,90,11.5,overcast clouds
612,Along,IN,28.1667,94.7667,75.51,99,100,2.53,overcast clouds
613,Aldergrove,CA,49.058,-122.4709,83.32,45,75,1.99,broken clouds
614,Priargunsk,RU,50.3691,119.1012,61.32,89,92,2.53,overcast clouds
615,Byron Bay,AU,-28.65,153.6167,64.35,70,100,7.36,light rain
616,Bunia,CD,1.5667,30.25,65.75,88,99,3.15,moderate rain
617,Pingliang,CN,35.5392,106.6861,66.27,61,0,3.6,clear sky
618,Ekhabi,RU,53.5102,142.9671,65.23,100,100,4.36,overcast clouds
619,Neepawa,CA,50.2289,-99.4664,82.8,22,44,17.2,scattered clouds
620,Batemans Bay,AU,-35.7167,150.1833,51.91,55,0,5.55,clear sky
621,Altay,CN,47.8667,88.1167,57.33,41,14,4.21,few clouds
622,Kemlya,RU,54.6963,45.2424,65.1,59,100,6.06,overcast clouds
623,Emerald,AU,-23.5333,148.1667,59.34,88,90,1.14,overcast clouds
624,Coahuayana,MX,18.7333,-103.6833,89.08,57,68,6.15,broken clouds
625,Pueblo Nuevo Solistahuacan,MX,17.1,-92.8833,77.74,62,75,4.5,broken clouds
626,Flin Flon,CA,54.7682,-101.865,69.64,46,40,11.5,scattered clouds
627,Carauari,BR,-4.8828,-66.8958,97.54,31,31,2.37,scattered clouds
628,Coihaique,CL,-45.5752,-72.0662,48.15,66,75,5.75,broken clouds
629,Melaka,MY,2.196,102.2405,78.84,94,20,0.0,light rain
630,Harper,LR,4.375,-7.7169,76.84,76,100,7.49,overcast clouds
631,Cairns,AU,-16.9167,145.7667,66.07,96,48,1.14,scattered clouds
632,Dakar,SN,14.6937,-17.4441,83.28,69,40,6.91,scattered clouds
633,Satkhira,BD,22.7167,89.1,84.2,97,100,8.88,overcast clouds
634,Nevers,FR,46.9167,3.3333,66.79,75,22,2.86,few clouds
635,Rudnogorsk,RU,57.2639,103.7519,63.43,57,3,2.66,clear sky
636,Honningsvag,NO,70.9821,25.9704,47.95,87,75,9.22,broken clouds
637,Srednekolymsk,RU,67.45,153.6833,36.14,99,100,10.16,overcast clouds
638,Eregli,TR,37.5133,34.0467,69.51,36,0,13.58,clear sky
639,Chaman,PK,30.9236,66.4512,84.54,13,96,8.14,overcast clouds
640,Hami,CN,42.8,93.45,90.25,18,4,12.33,clear sky
641,Juegang,CN,32.3174,121.1855,80.98,93,94,19.24,overcast clouds
642,Yendi,GH,9.4427,-0.0099,74.21,87,25,4.92,light rain
643,Aquiraz,BR,-3.9014,-38.3911,85.21,66,6,10.8,clear sky
644,Thunder Bay,CA,48.4001,-89.3168,76.98,61,75,6.91,haze
645,San Francisco Menendez,SV,13.8431,-90.0158,93.27,60,76,7.38,broken clouds
646,Arman,RU,59.7,150.1667,51.4,63,100,10.22,overcast clouds
647,Hohhot,CN,40.8106,111.6522,62.89,77,0,2.24,clear sky
648,Vostok,RU,46.4856,135.8833,69.69,89,76,3.51,broken clouds
649,Indianola,US,41.3581,-93.5574,95.58,62,11,7.36,few clouds
650,Edson,CA,53.5835,-116.4356,75.31,50,1,2.3,haze
651,Yumen,CN,40.2833,97.2,77.94,21,0,11.54,clear sky
652,Kichera,RU,55.9375,110.0997,65.34,65,100,2.13,overcast clouds
653,Ikeda,JP,34.8221,135.4298,80.31,98,33,3.51,scattered clouds
654,Brandon,US,27.9378,-82.2859,87.89,85,40,4.0,scattered clouds
655,Rocha,UY,-34.4833,-54.3333,44.71,71,30,21.03,scattered clouds
656,Chokwe,MZ,-24.5333,32.9833,64.29,48,0,5.88,clear sky
657,Zeulenroda,DE,50.65,11.9833,67.1,72,6,11.03,light rain
658,Santa Barbara,US,34.7333,-120.0343,90.14,47,1,5.75,clear sky
659,Ketrzyn,PL,54.0768,21.3753,67.59,88,100,10.71,light rain
660,Amboise,FR,47.4125,0.9827,71.22,60,0,11.5,clear sky
661,Bandarbeyla,SO,9.4942,50.8122,77.95,78,87,27.38,overcast clouds
662,Turukhansk,RU,65.8167,87.9833,50.68,89,100,1.43,overcast clouds
663,Kanevskaya,RU,46.0849,38.9596,74.03,49,5,6.15,clear sky
664,Mecca,SA,21.4267,39.8261,95.11,42,100,10.33,overcast clouds
665,Mata,PT,40.683,-7.4592,78.93,30,0,3.31,clear sky
666,Borkenes,NO,68.774,16.1739,55.96,88,20,5.01,few clouds
667,Malpura,IN,26.2833,75.3833,81.3,76,100,12.24,overcast clouds
668,Kafanchan,NG,9.5833,8.3,72.57,95,100,1.16,light rain
669,Ilebo,CD,-4.3167,20.5833,75.63,30,20,1.52,few clouds
670,Kangaba,ML,11.9333,-8.4167,76.06,88,94,6.02,overcast clouds
671,Gigmoto,PH,13.7796,124.39,81.9,81,100,11.86,overcast clouds
672,Mehamn,NO,71.0357,27.8492,48.38,92,100,7.76,overcast clouds
673,Kingston,JM,17.997,-76.7936,85.15,74,75,14.97,broken clouds
674,Chunskiy,RU,56.0815,99.6342,56.1,98,94,6.69,light rain
675,Taunggyi,MM,20.7833,97.0333,62.47,94,100,4.54,overcast clouds
676,Guilin,CN,25.2819,110.2864,78.91,86,86,1.03,overcast clouds
677,Goias,BR,-15.5807,-49.6362,89.31,21,0,8.66,clear sky
678,Alappuzha,IN,9.49,76.3264,79.12,83,100,10.16,overcast clouds
679,Bull Savanna,JM,17.8868,-77.5902,84.67,65,49,11.05,scattered clouds
680,Kamiiso,JP,41.8167,140.65,72.07,97,100,9.69,overcast clouds
681,Saravan,AM,39.7196,45.6483,65.05,85,100,6.44,overcast clouds
682,Lazaro Cardenas,MX,17.9583,-102.2,86.5,65,63,5.95,broken clouds
683,Sai Buri,TH,6.7013,101.6168,78.73,80,100,6.46,overcast clouds
684,Douglas,US,41.3,-96.167,98.98,56,40,8.05,scattered clouds
685,Tahe,CN,52.3333,124.7333,57.4,96,0,3.36,clear sky
686,Naerbo,NO,58.6667,5.65,62.28,91,100,8.63,overcast clouds
687,Preveza,GR,38.95,20.75,80.51,65,0,0.0,clear sky
688,Chara,RU,56.9064,118.2631,60.51,86,100,3.94,overcast clouds
689,Boulder City,US,35.9786,-114.8325,101.1,20,1,3.44,clear sky
690,Nata,PA,8.3333,-80.5167,88.47,65,96,7.2,overcast clouds
691,Eilenburg,DE,51.4598,12.6334,72.05,72,0,8.95,clear sky
692,La Ronge,CA,55.1001,-105.2842,70.02,42,20,8.05,few clouds
693,Nishihara,JP,26.1842,127.7558,79.88,91,75,4.61,broken clouds
694,Farafenni,GM,13.5667,-15.6,86.09,62,100,9.69,overcast clouds
695,Jardim,BR,-21.4803,-56.1381,66.15,15,91,9.89,overcast clouds
