City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
150,Sharjah,AE,2021-07-26 17:44:10,25.3573,55.4033,98.89,40,0,1.14
151,Richards Bay,ZA,2021-07-26 17:46:03,-28.783,32.0377,64.0,60,5,14.34
152,Plouzane,FR,2021-07-26 17:46:03,48.3833,-4.6167,66.52,85,75,10.36
153,Morden,CA,2021-07-26 17:46:04,49.1919,-98.1014,86.38,28,40,5.75
154,Chara,RU,2021-07-26 17:46:04,56.9064,118.2631,55.71,75,1,1.79
155,Vila Velha,BR,2021-07-26 17:46:04,-20.3297,-40.2925,78.96,57,40,13.8
156,Samarai,PG,2021-07-26 17:46:05,-10.6167,150.6667,77.77,85,100,17.18
157,Duvan,RU,2021-07-26 17:46:05,55.695,57.9024,56.37,60,78,5.88
158,Lebu,CL,2021-07-26 17:46:05,-37.6167,-73.65,49.68,64,11,16.89
159,New Norfolk,AU,2021-07-26 17:46:06,-42.7826,147.0587,53.1,81,98,3.0
160,Necochea,AR,2021-07-26 17:46:06,-38.5473,-58.7368,48.04,51,6,25.05
161,Faanui,PF,2021-07-26 17:46:06,-16.4833,-151.75,78.58,72,54,13.56
162,Pozo Colorado,PY,2021-07-26 17:46:07,-23.4923,-58.7972,95.47,24,100,11.99
163,Ulcinj,ME,2021-07-26 17:46:07,41.9294,19.2244,91.62,63,68,2.24
164,Avarua,CK,2021-07-26 17:46:08,-21.2078,-159.775,73.45,94,75,4.61
165,Sola,VU,2021-07-26 17:46:08,-13.8833,167.55,79.92,78,60,15.79
166,Cape Town,ZA,2021-07-26 17:43:59,-33.9258,18.4232,63.01,65,0,5.75
167,Dingle,PH,2021-07-26 17:46:08,10.9995,122.6711,79.36,85,100,11.27
168,Barrow,US,2021-07-26 17:42:02,71.2906,-156.7887,41.02,98,90,11.5
169,Pimentel,PE,2021-07-26 17:46:09,-6.8367,-79.9342,71.89,77,75,4.0
170,Lagoa,PT,2021-07-26 17:45:52,39.05,-27.9833,70.86,84,65,11.07
171,Cayenne,GF,2021-07-26 17:46:09,4.9333,-52.3333,87.84,81,75,4.0
172,Arlit,NE,2021-07-26 17:46:10,18.7369,7.3853,104.59,9,78,5.12
173,Jaen,ES,2021-07-26 17:46:10,38.0,-3.5,84.94,26,31,7.74
174,Thinadhoo,MV,2021-07-26 17:46:10,0.5333,72.9333,81.37,75,99,6.69
175,Mount Gambier,AU,2021-07-26 17:46:11,-37.8333,140.7667,49.91,87,40,11.5
176,Souillac,MU,2021-07-26 17:46:11,-20.5167,57.5167,68.38,94,40,9.22
177,Fuerte Olimpo,PY,2021-07-26 17:46:12,-21.0415,-57.8738,98.17,18,83,13.18
178,Christchurch,NZ,2021-07-26 17:45:05,-43.5333,172.6333,51.01,83,75,3.0
179,Torbay,CA,2021-07-26 17:46:12,47.6666,-52.7314,67.75,79,75,9.22
180,Ketchikan,US,2021-07-26 17:46:13,55.3422,-131.6461,57.67,82,90,3.44
181,Guerrero Negro,MX,2021-07-26 17:46:13,27.9769,-114.0611,77.18,57,1,8.34
182,Pochutla,MX,2021-07-26 17:42:16,15.7432,-96.4661,86.83,54,96,6.06
183,Quatre Cocos,MU,2021-07-26 17:46:13,-20.2078,57.7625,68.11,78,20,8.5
184,Ilo,PE,2021-07-26 17:46:14,-17.6394,-71.3375,59.86,88,90,11.5
185,Bengkulu,ID,2021-07-26 17:46:14,-3.8004,102.2655,74.41,76,43,4.43
186,Springfield,US,2021-07-26 17:46:15,37.2153,-93.2982,90.41,70,40,4.0
187,Thanh Hoa,VN,2021-07-26 17:41:42,19.8,105.7667,80.22,91,89,3.65
188,Idaho Falls,US,2021-07-26 17:45:59,43.4666,-112.0341,73.96,40,1,3.44
189,Nenjiang,CN,2021-07-26 17:46:15,49.1833,125.2167,65.84,98,100,7.99
190,Clyde River,CA,2021-07-26 17:46:16,70.4692,-68.5914,37.63,93,90,5.75
191,Ngunguru,NZ,2021-07-26 17:46:16,-35.6167,174.5,50.16,83,3,11.92
192,San Jeronimo,PE,2021-07-26 17:46:16,-11.9472,-75.2829,62.58,25,1,1.97
193,Huarmey,PE,2021-07-26 17:44:59,-10.0681,-78.1522,70.54,71,36,13.29
194,Tamuin,MX,2021-07-26 17:46:17,21.9833,-98.75,90.0,58,0,2.75
195,Namibe,AO,2021-07-26 17:41:19,-15.1961,12.1522,68.61,77,1,3.83
196,Beloha,MG,2021-07-26 17:46:17,-25.1667,45.05,62.22,65,28,14.97
197,Oktyabrskoye,RU,2021-07-26 17:46:18,43.0645,44.7417,71.74,83,86,4.47
198,Fairbanks,US,2021-07-26 17:42:12,64.8378,-147.7164,63.1,77,90,3.44
199,San Juan Del Sur,NI,2021-07-26 17:46:18,11.2529,-85.8705,84.42,74,75,4.61
200,Kamenka,RU,2021-07-26 17:46:19,51.3223,42.7678,67.77,47,52,8.05
201,Saint-Augustin,CA,2021-07-26 17:46:19,51.226,-58.6502,66.7,63,73,14.81
202,Takoradi,GH,2021-07-26 17:46:20,4.8845,-1.7554,77.23,75,78,11.07
203,Puerto Santander,CO,2021-07-26 17:46:20,8.3636,-72.4063,92.61,48,80,4.9
204,Kaoma,ZM,2021-07-26 17:46:20,-14.7833,24.8,56.21,40,15,6.62
205,Bambous Virieux,MU,2021-07-26 17:46:21,-20.3428,57.7575,68.25,94,40,9.22
206,Lavrentiya,RU,2021-07-26 17:46:21,65.5833,-171.0,44.51,99,100,3.15
207,Victoria,HK,2021-07-26 17:42:33,22.2855,114.1577,88.32,86,98,1.01
208,Shimoda,JP,2021-07-26 17:46:21,34.6667,138.95,76.1,86,97,6.93
209,Hualmay,PE,2021-07-26 17:46:22,-11.0964,-77.6139,68.61,72,39,12.91
210,Hami,CN,2021-07-26 17:41:36,42.8,93.45,88.43,18,29,5.93
211,Saint-Pierre,RE,2021-07-26 17:46:22,-21.3393,55.4781,67.68,81,90,11.5
212,Dwarka,IN,2021-07-26 17:46:23,22.2394,68.9678,82.51,84,98,20.47
213,Cuenca,EC,2021-07-26 17:46:23,-2.8833,-78.9833,64.53,59,75,9.22
214,Pafos,CY,2021-07-26 17:46:23,34.7667,32.4167,84.11,65,0,10.36
215,Popondetta,PG,2021-07-26 17:46:24,-8.7537,148.2534,70.95,97,75,2.86
216,Makakilo City,US,2021-07-26 17:45:21,21.3469,-158.0858,77.68,70,1,0.0
217,Provideniya,RU,2021-07-26 17:46:24,64.3833,-173.3,48.11,99,100,3.04
218,Ylivieska,FI,2021-07-26 17:46:25,64.0833,24.55,66.31,61,11,3.83
219,Linkoping,SE,2021-07-26 17:46:25,58.4109,15.6216,77.38,64,75,10.36
220,Kathu,TH,2021-07-26 17:46:25,7.9178,98.3332,87.69,74,96,14.79
221,Illela,NG,2021-07-26 17:46:26,13.7292,5.2975,89.8,51,100,9.93
222,College,US,2021-07-26 17:46:26,64.8569,-147.8028,63.66,76,75,3.44
223,Vao,NC,2021-07-26 17:46:26,-22.6667,167.4833,68.9,60,82,16.49
224,Tiznit,MA,2021-07-26 17:46:27,29.5833,-9.5,74.93,58,0,8.86
225,Liku,ID,2021-07-26 17:46:27,-0.7275,119.8922,74.66,89,33,3.09
226,Arraial Do Cabo,BR,2021-07-26 17:46:28,-22.9661,-42.0278,82.36,57,0,23.02
227,Mortka,RU,2021-07-26 17:46:28,59.3322,66.0214,57.29,64,92,5.12
228,Xinyu,CN,2021-07-26 17:46:28,27.8043,114.9334,78.93,77,41,5.88
229,Roald,NO,2021-07-26 17:46:29,62.5833,6.1333,77.92,77,0,10.36
230,Bilibino,RU,2021-07-26 17:46:29,68.0546,166.4372,42.42,72,31,6.78
231,Venice,US,2021-07-26 17:46:29,27.0998,-82.4543,91.17,74,20,3.44
232,Yarim,YE,2021-07-26 17:46:30,14.298,44.3779,61.95,69,100,5.91
233,Makhinjauri,GE,2021-07-26 17:46:30,41.6739,41.694,71.46,94,75,9.22
234,Zaykovo,RU,2021-07-26 17:46:31,57.5613,62.7568,54.3,75,90,5.5
235,Port-Gentil,GA,2021-07-26 17:46:31,-0.7193,8.7815,75.2,82,97,14.92
236,Mahebourg,MU,2021-07-26 17:44:23,-20.4081,57.7,68.29,94,40,9.22
237,Rundu,NA,2021-07-26 17:46:31,-17.9333,19.7667,57.16,33,2,6.71
238,San Andres,CO,2021-07-26 17:46:32,12.5847,-81.7006,86.02,74,40,9.22
239,Ugoofaaru,MV,2021-07-26 17:46:32,5.6667,73.0,81.72,75,100,6.96
240,Sitka,US,2021-07-26 17:45:41,57.0531,-135.33,55.29,82,20,4.61
241,Gat,IL,2021-07-26 17:46:01,31.61,34.7642,83.8,72,0,8.95
242,Bermeo,ES,2021-07-26 17:46:33,43.4209,-2.7215,76.86,69,12,3.65
243,Cangucu,BR,2021-07-26 17:46:33,-31.395,-52.6756,52.81,98,100,3.29
244,Bosaso,SO,2021-07-26 17:46:33,11.2842,49.1816,89.67,41,71,13.56
245,Itoman,JP,2021-07-26 17:46:34,26.1247,127.6694,82.42,92,40,12.66
246,Narsaq,GL,2021-07-26 17:45:46,60.9167,-46.05,66.42,50,44,3.56
247,Laguna,US,2021-07-26 17:46:35,38.421,-121.4238,88.3,63,1,9.22
248,Teodoro Sampaio,BR,2021-07-26 17:46:35,-22.5325,-52.1675,89.69,19,0,10.22
249,Tirumullaivasal,IN,2021-07-26 17:46:35,11.2333,79.8333,82.71,77,100,8.77
250,Tiassale,CI,2021-07-26 17:46:36,5.8983,-4.8283,78.53,74,83,7.11
251,Aksu,CN,2021-07-26 17:46:36,41.1231,80.2644,89.4,19,0,4.41
252,Srednekolymsk,RU,2021-07-26 17:46:37,67.45,153.6833,39.92,78,67,8.7
253,Port Blair,IN,2021-07-26 17:46:18,11.6667,92.75,82.08,86,100,20.6
254,Shestakovo,RU,2021-07-26 17:46:37,56.4915,103.96,63.12,64,2,3.24
255,Pemba,MZ,2021-07-26 17:46:38,-12.974,40.5178,77.7,69,40,17.27
256,Fasa,IR,2021-07-26 17:46:38,28.9383,53.6482,92.44,11,0,9.22
257,Mapiri,BO,2021-07-26 17:46:39,-15.25,-68.1667,86.86,41,12,2.15
258,Kristiansund,NO,2021-07-26 17:46:39,63.1115,7.732,71.65,68,0,3.44
259,Dabwali,IN,2021-07-26 17:46:39,29.95,74.7333,87.91,68,100,12.39
260,Scarborough,GB,2021-07-26 17:43:35,54.2797,-0.4044,78.46,73,36,1.99
261,Erice,IT,2021-07-26 17:46:40,38.037,12.5865,84.56,24,0,20.71
262,Kudahuvadhoo,MV,2021-07-26 17:46:40,2.6708,72.8944,82.08,68,100,4.38
263,Campbellton,CA,2021-07-26 17:46:40,48.0075,-66.6727,72.05,66,67,5.93
264,Xingyi,CN,2021-07-26 17:46:41,24.1877,102.817,59.25,94,39,1.3
265,Zhigalovo,RU,2021-07-26 17:46:41,54.8097,105.1578,61.47,77,48,2.06
266,Umm Lajj,SA,2021-07-26 17:46:41,25.0213,37.2685,89.74,45,1,9.31
267,Jimma,ET,2021-07-26 17:46:42,7.6667,36.8333,58.26,98,100,1.7
268,Beihai,CN,2021-07-26 17:46:42,21.4833,109.1,84.76,82,6,13.33
269,Robertson,US,2021-07-26 17:46:43,36.5167,-86.8667,92.79,63,1,0.0
270,Codrington,AU,2021-07-26 17:46:43,-38.2667,141.9667,47.95,79,93,15.7
271,Longyearbyen,SJ,2021-07-26 17:46:43,78.2186,15.6401,44.44,76,75,10.36
272,Sovetskiy,RU,2021-07-26 17:46:44,61.3614,63.5842,52.92,84,27,3.65
273,Baturyn,UA,2021-07-26 17:46:44,51.3457,32.8779,70.18,59,81,6.64
274,Ballina,AU,2021-07-26 17:46:45,-28.8667,153.5667,48.78,93,53,0.0
275,Olafsvik,IS,2021-07-26 17:46:45,64.8945,-23.7142,49.87,86,100,14.61
276,Zhuanghe,CN,2021-07-26 17:46:45,39.7008,122.9911,73.49,85,50,2.37
277,Mineral Wells,US,2021-07-26 17:46:46,32.8085,-98.1128,97.52,49,1,3.44
278,Seoul,KR,2021-07-26 17:43:47,37.5683,126.9778,82.0,74,0,3.44
279,Dubai,AE,2021-07-26 17:45:04,25.2582,55.3047,98.85,47,0,3.44
280,Kabinda,CD,2021-07-26 17:46:46,-6.1333,24.4833,70.65,28,92,5.08
281,Dmitriyevka,RU,2021-07-26 17:46:47,54.75,55.3333,62.15,50,48,3.69
282,Belem,BR,2021-07-26 17:42:15,-1.4558,-48.5044,89.64,55,40,9.22
283,Paamiut,GL,2021-07-26 17:46:47,61.994,-49.6678,45.39,93,62,11.3
284,Husavik,IS,2021-07-26 17:46:47,66.0449,-17.3389,57.11,59,94,4.76
285,Sibolga,ID,2021-07-26 17:46:48,1.7427,98.7792,77.47,87,94,2.84
286,Vardo,NO,2021-07-26 17:46:48,70.3705,31.1107,50.2,93,40,17.27
287,Wencheng,CN,2021-07-26 17:46:49,33.0559,113.7978,78.03,86,96,5.66
288,Gatton,AU,2021-07-26 17:46:49,-27.55,152.2833,51.39,78,10,2.8
289,Nemuro,JP,2021-07-26 17:46:49,43.3236,145.575,60.78,99,100,13.09
290,Hasaki,JP,2021-07-26 17:46:50,35.7333,140.8333,72.28,90,100,30.31
291,Nizwa,OM,2021-07-26 17:46:50,22.9333,57.5333,99.1,32,70,1.32
292,Lima,PE,2021-07-26 17:42:24,-12.0432,-77.0282,65.14,77,90,10.36
293,Grand Gaube,MU,2021-07-26 17:46:50,-20.0064,57.6608,68.4,83,3,3.0
294,Tarazona,ES,2021-07-26 17:46:51,41.9,-1.7333,81.19,39,3,14.41
295,Augusto Correa,BR,2021-07-26 17:46:51,-1.0217,-46.635,85.1,64,55,5.77
